classification_prompt,genre
"Tell me about the movie The Other Side of Heaven released in 2001. It is directed by Mitch Davis and stars Christopher Gorham, duration of movie is 113.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie The Grey Zone released in 2001. It is directed by Tim Blake Nelson and stars David Arquette, duration of movie is 108.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Novocaine released in 2001. It is directed by David Atkins and stars Steve Martin, duration of movie is 95.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Charlotte Gray released in 2001. It is directed by Gillian Armstrong and stars Cate Blanchett, duration of movie is 121.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie The Curse of the Jade Scorpion released in 2001. It is directed by Woody Allen and stars Greg Stebner, duration of movie is 103.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Spider-Man released in 2002. It is directed by Sam Raimi and stars Tobey Maguire, duration of movie is 121.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie The Sum of All Fears released in 2002. It is directed by Phil Alden Robinson and stars Ben Affleck, duration of movie is 124.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie 8 Mile released in 2002. It is directed by Curtis Hanson and stars Eminem, duration of movie is 110.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie The Pianist released in 2002. It is directed by Roman Polanski and stars Adrien Brody, duration of movie is 150.0 minutes. What is Genre of this movie?",Biography
"Tell me about the movie Harry Potter and the Chamber of Secrets released in 2002. It is directed by Chris Columbus and stars Daniel Radcliffe, duration of movie is 161.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie The Lord of the Rings: The Two Towers released in 2002. It is directed by Peter Jackson and stars Elijah Wood, duration of movie is 179.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Road to Perdition released in 2002. It is directed by Sam Mendes and stars Tom Hanks, duration of movie is 117.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie Resident Evil released in 2002. It is directed by Paul W.S. Anderson and stars Milla Jovovich, duration of movie is 100.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Catch Me If You Can released in 2002. It is directed by Steven Spielberg and stars Leonardo DiCaprio, duration of movie is 141.0 minutes. What is Genre of this movie?",Biography
"Tell me about the movie 28 Days Later... released in 2002. It is directed by Danny Boyle and stars Cillian Murphy, duration of movie is 113.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie City of God released in 2002. It is directed by Fernando Meirelles and stars Alexandre Rodrigues, duration of movie is 130.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie Irreversible released in 2002. It is directed by Gaspar Noé and stars Monica Bellucci, duration of movie is 97.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie The Ring released in 2002. It is directed by Gore Verbinski and stars Naomi Watts, duration of movie is 115.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie Signs released in 2002. It is directed by M. Night Shyamalan and stars Mel Gibson, duration of movie is 106.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie The Bourne Identity released in 2002. It is directed by Doug Liman and stars Franka Potente, duration of movie is 119.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Star Wars: Episode II - Attack of the Clones released in 2002. It is directed by George Lucas and stars Hayden Christensen, duration of movie is 142.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Secretary released in 2002. It is directed by Steven Shainberg and stars James Spader, duration of movie is 107.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Scooby-Doo released in 2002. It is directed by Raja Gosnell and stars Matthew Lillard, duration of movie is 86.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie Reign of Fire released in 2002. It is directed by Rob Bowman and stars Matthew McConaughey, duration of movie is 101.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Minority Report released in 2002. It is directed by Steven Spielberg and stars Tom Cruise, duration of movie is 145.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Austin Powers in Goldmember released in 2002. It is directed by Jay Roach and stars Mike Myers, duration of movie is 94.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Red Dragon released in 2002. It is directed by Brett Ratner and stars Anthony Hopkins, duration of movie is 124.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie Gangs of New York released in 2002. It is directed by Martin Scorsese and stars Leonardo DiCaprio, duration of movie is 167.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie The Importance of Being Earnest released in 2002. It is directed by Oliver Parker and stars Rupert Everett, duration of movie is 97.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Sweet Home Alabama released in 2002. It is directed by Andy Tennant and stars Reese Witherspoon, duration of movie is 108.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie The Count of Monte Cristo released in 2002. It is directed by Kevin Reynolds and stars Jim Caviezel, duration of movie is 131.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie The Hot Chick released in 2002. It is directed by Tom Brady and stars Rob Schneider, duration of movie is 104.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Adaptation. released in 2002. It is directed by Spike Jonze and stars Nicolas Cage, duration of movie is 115.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Unfaithful released in 2002. It is directed by Adrian Lyne and stars Richard Gere, duration of movie is 124.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Ice Age released in 2002. It is directed by Chris Wedge and stars Denis Leary, duration of movie is 81.0 minutes. What is Genre of this movie?",Animation
"Tell me about the movie Panic Room released in 2002. It is directed by David Fincher and stars Jodie Foster, duration of movie is 112.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie Insomnia released in 2002. It is directed by Christopher Nolan and stars Al Pacino, duration of movie is 118.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Men in Black II released in 2002. It is directed by Barry Sonnenfeld and stars Tommy Lee Jones, duration of movie is 88.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Lilo & Stitch released in 2002. It is directed by Dean DeBlois and stars Daveigh Chase, duration of movie is 92.0 minutes. What is Genre of this movie?",Animation
"Tell me about the movie Chicago released in 2002. It is directed by Rob Marshall and stars Renée Zellweger, duration of movie is 113.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie A Walk to Remember released in 2002. It is directed by Adam Shankman and stars Mandy Moore, duration of movie is 101.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Treasure Planet released in 2002. It is directed by Ron Clements and stars Joseph Gordon-Levitt, duration of movie is 95.0 minutes. What is Genre of this movie?",Animation
"Tell me about the movie My Big Fat Greek Wedding released in 2002. It is directed by Joel Zwick and stars Nia Vardalos, duration of movie is 95.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie We Were Soldiers released in 2002. It is directed by Randall Wallace and stars Mel Gibson, duration of movie is 138.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie The Sweetest Thing released in 2002. It is directed by Roger Kumble and stars Cameron Diaz, duration of movie is 84.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie xXx released in 2002. It is directed by Rob Cohen and stars Vin Diesel, duration of movie is 124.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Equilibrium released in 2002. It is directed by Kurt Wimmer and stars Christian Bale, duration of movie is 107.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie The Scorpion King released in 2002. It is directed by Chuck Russell and stars Dwayne Johnson, duration of movie is 92.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Punch-Drunk Love released in 2002. It is directed by Paul Thomas Anderson and stars Adam Sandler, duration of movie is 95.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Die Another Day released in 2002. It is directed by Lee Tamahori and stars Pierce Brosnan, duration of movie is 133.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie The Time Machine released in 2002. It is directed by Simon Wells and stars Guy Pearce, duration of movie is 96.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Bend It Like Beckham released in 2002. It is directed by Gurinder Chadha and stars Parminder Nagra, duration of movie is 112.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie The Transporter released in 2002. It is directed by Louis Leterrier and stars Jason Statham, duration of movie is 92.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Blue Crush released in 2002. It is directed by John Stockwell and stars Kate Bosworth, duration of movie is 104.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Ghost Ship released in 2002. It is directed by Steve Beck and stars Julianna Margulies, duration of movie is 91.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie Van Wilder released in 2002. It is directed by Walt Becker and stars Ryan Reynolds, duration of movie is 92.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Maid in Manhattan released in 2002. It is directed by Wayne Wang and stars Jennifer Lopez, duration of movie is 105.0 minutes. What is Genre of this movie?",Comedy
